-4.17581 -4.52003
-3.82653 -4.09095
-5.57172 -5.10950
-4.98097 -5.94376
-4.35943 -5.78644
-4.39113 -5.93101
-4.02178 -5.73692
-5.29873 -5.46059
-6.08879 -5.57577
-6.68290 -4.77081
-6.75663 -4.15537
-4.72278 -4.14710
-4.80540 -3.68936
-3.45616 -5.52905
-5.65647 -5.20151
-5.70062 -4.31286
-5.02608 -5.82976
-4.70345 -5.31268
-5.61130 -5.82175
-4.10288 -4.86392
-5.25865 -3.88923
-5.18842 -5.04149
-5.98479 -6.35228
-4.80568 -4.73276
-5.42647 -3.55226
-5.19631 -3.48185
-4.92278 -5.06399
-4.05408 -3.79591
-5.45124 -6.58745
-6.86886 -4.89962
-8.09487 -1.60648
-5.12667 -5.93713
-4.43447 -4.68410
-5.79572 -4.49492
-4.67518 -4.03918
-4.96973 -4.42395
-5.06992 -4.35451
-5.60559 -3.26075
-4.28850 -5.17065
-4.19987 -4.32224
-5.95043 -5.05708
-4.64049 -4.47705
-5.91396 -5.58495
-5.58392 -5.00718
-6.94297 -5.22020
-6.57052 -5.18627
-4.73358 -5.60912
-6.08081 -3.43019
-5.09155 -5.89693
-3.86664 -3.27795
5.60938 5.59035
4.36505 6.86289
4.13019 4.21548
4.59229 6.05300
4.36173 7.27524
6.81736 4.93766
5.25140 5.08308
5.36249 4.91486
5.88363 3.00791
4.93993 4.21700
3.38638 3.20300
4.69420 5.66992
6.40285 4.07145
5.27461 3.46987
6.15259 4.09660
5.18563 5.20524
5.48000 6.14400
4.38982 5.28344
6.43206 4.58814
8.21728 3.88507
4.34160 5.37358
3.87183 4.85152
3.81741 4.29022
2.23987 5.28308
6.08782 5.10750
4.79173 4.33340
4.34511 6.43422
4.64735 3.98333
5.61356 4.81771
5.31416 5.87867
4.57293 5.92038
6.03812 5.45043
7.06086 5.44069
3.34476 6.63485
5.73932 3.94343
5.16741 6.14134
3.72758 4.69328
6.76746 4.21238
5.78590 4.62801
6.01150 5.28176
4.51183 5.25583
5.07929 6.31559
5.07707 3.97153
3.85958 5.72916
4.20598 5.33130
6.50995 3.57913
4.21818 4.54320
5.36770 3.48354
5.20568 5.38796
3.66773 6.37288
