0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
1,6.9942,0.84282
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
0,4.22108,0.765838
2,1.55676,1.34911
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
0,4.22108,0.765838
0,4.22108,0.765838
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
0,4.22108,0.765838
1,6.9942,0.84282
1,6.9942,0.84282
0,4.22108,0.765838
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
0,4.22108,0.765838
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
1,6.9942,0.84282
