2.096086 3.811976
1.932888 3.163702
3.107458 2.493983
3.623266 2.654227
2.389181 3.545993
3.050907 2.061884
3.505761 2.244803
3.089366 4.559952
3.754731 3.799870
2.527545 2.658048
3.735711 4.106991
2.120172 2.082823
2.116943 2.219547
3.481622 1.617747
2.394597 4.205984
1.316898 3.009740
2.643594 2.877730
2.352859 2.275099
0.888994 1.163219
3.391304 2.220007
7.595410 8.373465
7.328816 7.366614
7.331175 6.733003
8.888355 7.266575
7.162550 7.120366
8.210642 7.740534
6.887431 5.350376
9.079214 9.307359
6.539660 8.225941
7.558222 7.281353
7.750448 4.998316
8.286687 8.001271
7.488520 5.606881
6.440639 7.229546
5.982488 7.262293
6.587483 7.143929
7.609149 6.191946
6.867687 8.460351
6.379665 6.675363
8.912080 5.752325
